Iteration,Current job deadline,Added intervals,Added length,Job considered
101,222,none,0,J399
102,222,none,0,J810
103,222,none,0,J190
104,222,none,0,J756
105,222,none,0,J614
106,222,none,0,J175
107,222,none,0,J945
108,222,none,0,J134
109,222,none,0,J469
110,222,none,0,J63
111,222,none,0,J987
112,222,none,0,J585
113,222,none,0,J578
114,222,none,0,J850
115,222,none,0,J644
116,222,none,0,J94
117,222,none,0,J484
118,222,none,0,J380
119,222,none,0,J479
120,222,none,0,J407
121,223,none,0,J829
122,223,none,0,J517
123,223,none,0,J8
124,223,none,0,J334
125,223,none,0,J937
126,223,none,0,J787
127,223,none,0,J467
128,223,none,0,J222
129,223,none,0,J1000
130,223,none,0,J761
131,223,none,0,J592
132,223,none,0,J669
133,223,none,0,J133
134,223,none,0,J265
135,223,none,0,J609
136,223,none,0,J141
137,223,none,0,J38
138,223,none,0,J697
139,223,none,0,J719
140,223,none,0,J473
141,223,none,0,J402
142,223,none,0,J692
143,223,none,0,J636
144,223,none,0,J992
145,223,none,0,J317
146,223,none,0,J258
147,223,none,0,J135
148,223,none,0,J216
149,223,none,0,J351
150,223,none,0,J601
151,223,none,0,J790
152,223,none,0,J208
153,223,none,0,J990
154,223,none,0,J703
155,223,none,0,J277
156,223,none,0,J262
157,223,none,0,J548
158,223,none,0,J428
159,223,none,0,J593
160,223,none,0,J586
161,224,none,0,J142
162,224,none,0,J245
163,224,none,0,J384
164,224,none,0,J241
165,224,none,0,J275
166,224,none,0,J447
167,224,none,0,J270
168,224,none,0,J533
169,224,none,0,J50
170,224,none,0,J709
171,224,none,0,J310
172,224,none,0,J367
173,224,none,0,J326
174,224,none,0,J153
175,224,none,0,J929
176,224,none,0,J103
177,224,none,0,J995
178,224,none,0,J18
179,224,none,0,J849
180,224,none,0,J438
181,224,none,0,J764
182,224,none,0,J90
183,224,none,0,J387
184,224,none,0,J276
185,224,none,0,J818
186,224,none,0,J41
187,224,none,0,J909
188,224,none,0,J729
189,224,none,0,J677
190,224,none,0,J132
191,224,none,0,J656
192,224,none,0,J932
193,224,none,0,J781
194,224,none,0,J11
195,224,none,0,J558
196,224,none,0,J335
197,224,none,0,J935
198,224,none,0,J939
199,225,none,0,J91
200,225,none,0,J718
201,225,none,0,J959
202,225,none,0,J553
203,225,none,0,J561
204,225,none,0,J442
205,225,none,0,J315
206,225,none,0,J772
207,225,none,0,J760
208,225,none,0,J699
209,225,none,0,J445
210,225,none,0,J819
211,225,none,0,J126
212,225,none,0,J10
213,225,none,0,J309
214,225,none,0,J885
215,225,none,0,J431
216,225,none,0,J297
217,225,none,0,J144
218,225,none,0,J865
219,225,none,0,J476
220,225,none,0,J665
221,225,none,0,J891
222,225,none,0,J74
223,225,none,0,J463
224,225,none,0,J910
225,225,none,0,J80
226,225,none,0,J670
227,225,none,0,J771
228,225,none,0,J151
229,225,none,0,J824
230,225,none,0,J492
231,225,none,0,J89
232,225,none,0,J766
233,225,none,0,J441
234,225,none,0,J868
235,225,none,0,J844
236,225,none,0,J833
237,225,none,0,J835
238,225,none,0,J504
239,226,none,0,J988
240,226,none,0,J325
241,226,none,0,J139
242,226,none,0,J941
243,226,none,0,J599
244,226,none,0,J786
245,226,none,0,J860
246,226,none,0,J547
247,226,none,0,J461
248,226,none,0,J25
249,226,none,0,J35
250,226,none,0,J600
251,226,none,0,J805
252,226,none,0,J460
253,226,none,0,J219
254,226,none,0,J426
255,226,none,0,J327
256,226,none,0,J188
257,226,none,0,J535
258,226,none,0,J227
259,226,none,0,J390
260,226,none,0,J605
261,226,none,0,J53
262,226,none,0,J448
263,226,none,0,J515
264,226,none,0,J836
265,226,none,0,J344
266,226,none,0,J773
267,226,none,0,J192
268,226,none,0,J452
269,226,none,0,J978
270,226,none,0,J657
271,226,none,0,J244
272,226,none,0,J539
273,226,none,0,J621
274,226,none,0,J953
275,226,none,0,J919
276,226,none,0,J314
277,226,none,0,J855
278,226,none,0,J690
279,227,none,0,J751
280,227,none,0,J901
281,227,none,0,J653
282,227,none,0,J440
283,227,none,0,J356
284,227,none,0,J185
285,227,none,0,J823
286,227,none,0,J446
287,227,none,0,J281
288,227,none,0,J847
289,227,none,0,J278
290,227,none,0,J626
291,227,none,0,J905
292,227,none,0,J612
293,227,none,0,J813
294,227,none,0,J425
295,227,none,0,J228
296,227,none,0,J161
297,227,none,0,J177
298,227,none,0,J66
299,227,none,0,J449
300,227,none,0,J40
301,227,none,0,J564
302,227,none,0,J624
303,227,none,0,J329
304,227,none,0,J616
305,227,none,0,J541
306,227,none,0,J613
307,227,none,0,J457
308,227,none,0,J311
309,227,none,0,J100
310,227,none,0,J802
311,227,none,0,J39
312,227,none,0,J952
313,227,none,0,J69
314,227,none,0,J830
315,227,none,0,J795
316,227,none,0,J550
317,227,none,0,J215
318,228,none,0,J602
319,228,none,0,J49
320,228,none,0,J662
321,228,none,0,J639
322,228,none,0,J821
323,228,none,0,J576
324,228,none,0,J671
325,228,none,0,J544
326,228,none,0,J588
327,228,none,0,J944
328,228,none,0,J363
329,228,none,0,J580
330,228,none,0,J234
331,228,none,0,J253
332,228,none,0,J531
333,228,none,0,J451
334,228,none,0,J870
335,228,none,0,J778
336,228,none,0,J393
337,228,none,0,J19
338,228,none,0,J102
339,228,none,0,J485
340,228,none,0,J645
341,228,none,0,J642
342,228,none,0,J954
343,228,none,0,J884
344,228,none,0,J24
345,228,none,0,J257
346,228,none,0,J999
347,228,none,0,J629
348,228,none,0,J776
349,228,none,0,J313
350,228,none,0,J814
351,228,none,0,J628
352,228,none,0,J377
353,228,none,0,J12
354,228,none,0,J163
355,228,none,0,J858
356,228,none,0,J898
357,229,none,0,J622
358,229,none,0,J128
359,229,none,0,J798
360,229,none,0,J299
361,229,none,0,J595
362,229,none,0,J627
363,229,none,0,J980
364,229,none,0,J4
365,229,none,0,J632
366,229,none,0,J900
367,229,none,0,J466
368,229,none,0,J991
369,229,none,0,J604
370,229,none,0,J172
371,229,none,0,J520
372,229,none,0,J413
373,229,none,0,J519
374,229,none,0,J471
375,229,none,0,J993
376,229,none,0,J731
377,229,none,0,J27
378,229,none,0,J346
379,229,none,0,J496
380,229,none,0,J733
381,229,none,0,J650
382,229,none,0,J640
383,229,none,0,J70
384,229,none,0,J468
385,229,none,0,J261
386,229,none,0,J290
387,229,none,0,J788
388,229,none,0,J574
389,229,none,0,J336
390,229,none,0,J382
391,229,none,0,J369
392,229,none,0,J340
393,229,none,0,J43
394,229,none,0,J164
395,229,none,0,J551
396,229,none,0,J983
397,230,none,0,J320
398,230,none,0,J478
399,230,none,0,J747
400,230,none,0,J36
401,230,none,0,J538
402,230,none,0,J734
403,230,none,0,J505
404,230,none,0,J44
405,230,none,0,J159
406,230,none,0,J754
407,230,none,0,J136
408,230,none,0,J739
409,230,none,0,J503
410,230,none,0,J435
411,230,none,0,J73
412,230,none,0,J220
413,230,none,0,J895
414,230,none,0,J237
415,230,none,0,J499
416,230,none,0,J75
417,230,none,0,J229
418,230,none,0,J635
419,230,none,0,J250
420,230,none,0,J68
421,230,none,0,J854
422,230,none,0,J42
423,230,none,0,J655
424,230,none,0,J738
425,230,none,0,J489
426,230,none,0,J890
427,230,none,0,J183
428,230,none,0,J95
429,230,none,0,J475
430,230,none,0,J193
431,230,none,0,J152
432,230,none,0,J109
433,230,none,0,J680
434,230,none,0,J138
435,230,none,0,J375
436,230,none,0,J16
437,230,none,0,J60
438,231,none,0,J845
439,231,none,0,J565
440,231,none,0,J150
441,231,none,0,J423
442,231,none,0,J710
443,231,none,0,J209
444,231,none,0,J831
445,231,none,0,J480
446,231,none,0,J111
447,231,none,0,J288
448,231,none,0,J502
449,231,none,0,J368
450,231,none,0,J302
451,231,none,0,J524
452,231,none,0,J65
453,231,none,0,J140
454,231,none,0,J107
455,231,none,0,J199
456,231,none,0,J243
457,231,none,0,J784
458,231,none,0,J886
459,231,none,0,J197
460,231,none,0,J459
461,231,none,0,J330
462,231,none,0,J85
463,231,none,0,J365
464,231,none,0,J715
465,231,none,0,J926
466,231,none,0,J664
467,231,none,0,J827
468,231,none,0,J370
469,231,none,0,J903
470,231,none,0,J857
471,231,none,0,J540
472,231,none,0,J775
473,231,none,0,J383
474,231,none,0,J700
475,231,none,0,J397
476,231,none,0,J840
477,231,none,0,J238
478,231,none,0,J450
479,232,none,0,J406
480,232,none,0,J400
481,232,none,0,J713
482,232,none,0,J794
483,232,none,0,J861
484,232,none,0,J598
485,232,none,0,J366
486,232,none,0,J702
487,232,none,0,J398
488,232,none,0,J378
489,232,none,0,J81
490,232,none,0,J186
491,232,none,0,J530
492,232,none,0,J422
493,232,none,0,J722
494,232,none,0,J960
495,232,none,0,J712
496,232,none,0,J571
497,232,none,0,J763
498,232,none,0,J32
499,232,none,0,J825
500,232,none,0,J341
501,232,none,0,J783
502,232,none,0,J487
503,232,none,0,J513
504,232,none,0,J165
505,232,none,0,J374
506,232,none,0,J768
507,232,none,0,J695
508,232,none,0,J701
509,232,none,0,J878
510,232,none,0,J837
511,232,none,0,J170
512,232,none,0,J474
513,232,none,0,J287
514,232,none,0,J938
515,232,none,0,J462
516,232,none,0,J433
517,232,none,0,J418
518,232,none,0,J777
519,232,none,0,J996
520,233,none,0,J295
521,233,none,0,J97
522,233,none,0,J470
523,233,none,0,J210
524,233,none,0,J76
525,233,none,0,J108
526,233,none,0,J985
527,233,none,0,J46
528,233,none,0,J29
529,233,none,0,J419
530,233,none,0,J591
531,233,none,0,J364
532,233,none,0,J743
533,233,none,0,J928
534,233,none,0,J912
535,233,none,0,J647
536,233,none,0,J872
537,233,none,0,J410
538,233,none,0,J659
539,233,none,0,J143
540,233,none,0,J296
541,233,none,0,J696
542,233,none,0,J555
543,233,none,0,J806
544,233,none,0,J458
545,233,none,0,J922
546,233,none,0,J119
547,233,none,0,J631
548,233,none,0,J843
549,233,none,0,J606
550,233,none,0,J168
551,233,none,0,J214
552,233,none,0,J706
553,233,none,0,J904
554,233,none,0,J686
555,233,none,0,J285
556,233,none,0,J774
557,233,none,0,J120
558,233,none,0,J610
559,234,none,0,J303
560,234,none,0,J536
561,234,none,0,J260
562,234,none,0,J834
563,234,none,0,J343
564,234,none,0,J434
565,234,none,0,J181
566,234,none,0,J927
567,234,none,0,J298
568,234,none,0,J124
569,234,none,0,J251
570,234,none,0,J800
571,234,none,0,J518
572,234,none,0,J195
573,234,none,0,J974
574,234,none,0,J204
575,234,none,0,J345
576,234,none,0,J934
577,234,none,0,J352
578,234,none,0,J658
579,234,none,0,J182
580,234,none,0,J572
581,234,none,0,J293
582,234,none,0,J362
583,234,none,0,J557
584,234,none,0,J429
585,234,none,0,J717
586,234,none,0,J984
587,234,none,0,J828
588,234,none,0,J874
589,234,none,0,J651
590,234,none,0,J61
591,234,none,0,J490
592,234,none,0,J521
593,234,none,0,J796
594,234,none,0,J273
595,234,none,0,J359
596,234,none,0,J2
597,234,none,0,J981
598,234,none,0,J357
599,235,none,0,J691
600,235,none,0,J641
601,235,none,0,J853
602,235,none,0,J381
603,235,none,0,J409
604,235,none,0,J348
605,235,none,0,J811
606,235,none,0,J652
607,235,none,0,J590
608,235,none,0,J648
609,235,none,0,J379
610,235,none,0,J84
611,235,none,0,J559
612,235,none,0,J543
613,235,none,0,J115
614,235,none,0,J851
615,235,none,0,J226
616,235,none,0,J562
617,235,none,0,J676
618,235,none,0,J443
619,235,none,0,J47
620,235,none,0,J780
621,235,none,0,J958
622,235,none,0,J732
623,235,none,0,J494
624,235,none,0,J820
625,235,none,0,J998
626,235,none,0,J455
627,235,none,0,J266
628,235,none,0,J15
629,235,none,0,J501
630,235,none,0,J737
631,235,none,0,J376
632,235,none,0,J194
633,235,none,0,J353
634,235,none,0,J989
635,235,none,0,J187
636,235,none,0,J437
637,235,none,0,J360
638,235,none,0,J507
639,235,none,0,J661
640,236,none,0,J93
641,236,none,0,J339
642,236,none,0,J160
643,236,none,0,J87
644,236,none,0,J129
645,236,none,0,J867
646,236,none,0,J930
647,236,none,0,J247
648,236,none,0,J892
649,236,none,0,J34
650,236,none,0,J491
651,236,none,0,J608
652,236,none,0,J284
653,236,none,0,J577
654,236,none,0,J556
655,236,none,0,J537
656,236,none,0,J728
657,236,none,0,J723
658,236,none,0,J283
659,236,none,0,J305
660,236,none,0,J472
661,236,none,0,J848
662,236,none,0,J846
663,236,none,0,J950
664,236,none,0,J337
665,236,none,0,J509
666,236,none,0,J26
667,236,none,0,J511
668,236,none,0,J123
669,236,none,0,J549
670,236,none,0,J943
671,236,none,0,J607
672,236,none,0,J899
673,236,none,0,J31
674,236,none,0,J106
675,236,none,0,J218
676,236,none,0,J167
677,236,none,0,J597
678,236,none,0,J705
679,236,none,0,J976
680,237,none,0,J205
681,237,none,0,J560
682,237,none,0,J893
683,237,none,0,J196
684,237,none,0,J842
685,237,none,0,J914
686,237,none,0,J54
687,237,none,0,J888
688,237,none,0,J689
689,237,none,0,J633
690,237,none,0,J675
691,237,none,0,J416
692,237,none,0,J114
693,237,none,0,J972
694,237,none,0,J5
695,237,none,0,J166
696,237,none,0,J211
697,237,none,0,J306
698,237,none,0,J685
699,237,none,0,J246
700,237,none,0,J755
701,237,none,0,J643
702,237,none,0,J264
703,237,none,0,J859
704,237,none,0,J693
705,237,none,0,J112
706,237,none,0,J332
707,237,none,0,J525
708,237,none,0,J202
709,237,none,0,J510
710,237,none,0,J568
711,237,none,0,J971
712,237,none,0,J147
713,237,none,0,J127
714,237,none,0,J529
715,237,none,0,J316
716,237,none,0,J752
717,237,none,0,J753
718,238,none,0,J3
719,238,none,0,J421
720,238,none,0,J372
721,238,none,0,J864
722,238,none,0,J596
723,238,none,0,J704
724,238,none,0,J681
725,238,none,0,J99
726,238,none,0,J684
727,238,none,0,J740
728,238,none,0,J575
729,238,none,0,J292
730,238,none,0,J263
731,238,none,0,J482
732,238,none,0,J486
733,238,none,0,J401
734,238,none,0,J171
735,238,none,0,J361
736,238,none,0,J625
737,238,none,0,J176
738,238,none,0,J615
739,238,none,0,J808
740,238,none,0,J272
741,238,none,0,J666
742,238,none,0,J969
743,238,none,0,J955
744,238,none,0,J453
745,238,none,0,J481
746,238,none,0,J997
747,238,none,0,J649
748,238,none,0,J839
749,238,none,0,J67
750,238,none,0,J206
751,238,none,0,J7
752,238,none,0,J769
753,238,none,0,J683
754,238,none,0,J816
755,238,none,0,J385
756,238,none,0,J386
757,238,none,0,J638
758,238,none,0,J880
759,239,none,0,J803
760,239,none,0,J966
761,239,none,0,J745
762,239,none,0,J975
763,239,none,0,J256
764,239,none,0,J213
765,239,none,0,J782
766,239,none,0,J727
767,239,none,0,J736
768,239,none,0,J630
769,239,none,0,J875
770,239,none,0,J396
771,239,none,0,J770
772,239,none,0,J977
773,239,none,0,J146
774,239,none,0,J852
775,239,none,0,J77
776,239,none,0,J300
777,239,none,0,J883
778,239,none,0,J92
779,239,none,0,J822
780,239,none,0,J371
781,239,none,0,J673
782,239,none,0,J516
783,239,none,0,J79
784,239,none,0,J349
785,239,none,0,J716
786,239,none,0,J104
787,239,none,0,J674
788,239,none,0,J14
789,239,none,0,J117
790,239,none,0,J902
791,239,none,0,J282
792,239,none,0,J594
793,239,none,0,J637
794,239,none,0,J634
795,239,none,0,J82
796,239,none,0,J961
797,239,none,0,J179
798,239,none,0,J566
799,239,none,0,J528
800,240,none,0,J267
801,240,none,0,J579
802,240,none,0,J791
803,240,none,0,J412
804,240,none,0,J420
805,240,none,0,J688
806,240,none,0,J83
807,240,none,0,J979
808,240,none,0,J799
809,240,none,0,J968
810,240,none,0,J498
811,240,none,0,J350
812,240,none,0,J430
813,240,none,0,J951
814,240,none,0,J17
815,240,none,0,J720
816,240,none,0,J832
817,240,none,0,J964
818,240,none,0,J169
819,240,none,0,J654
820,240,none,0,J789
821,240,none,0,J908
822,240,none,0,J587
823,240,none,0,J570
824,240,none,0,J342
825,240,none,0,J221
826,240,none,0,J323
827,240,none,0,J552
828,240,none,0,J682
829,240,none,0,J51
830,240,none,0,J248
831,240,none,0,J817
832,240,none,0,J584
833,240,none,0,J200
834,240,none,0,J223
835,240,none,0,J121
836,240,none,0,J522
837,240,none,0,J394
838,240,none,0,J924
839,240,none,0,J915
840,241,none,0,J757
841,241,none,0,J946
842,241,none,0,J947
843,241,none,0,J726
844,241,none,0,J145
845,241,none,0,J882
846,241,none,0,J415
847,241,none,0,J949
848,241,none,0,J55
849,241,none,0,J797
850,241,none,0,J881
851,241,none,0,J942
852,241,none,0,J663
853,241,none,0,J758
854,241,none,0,J801
855,241,none,0,J331
856,241,none,0,J542
857,241,none,0,J148
858,241,none,0,J532
859,241,none,0,J254
860,241,none,0,J866
861,241,none,0,J917
862,241,none,0,J137
863,241,none,0,J184
864,241,none,0,J779
865,241,none,0,J748
866,241,none,0,J887
867,241,none,0,J856
868,241,none,0,J948
869,241,none,0,J916
870,241,none,0,J392
871,241,none,0,J667
872,241,none,0,J514
873,241,none,0,J603
874,241,none,0,J660
875,241,none,0,J744
876,241,none,0,J523
877,241,none,0,J28
878,241,none,0,J725
879,241,none,0,J767
880,241,none,0,J280
881,242,none,0,J495
882,242,none,0,J414
883,242,none,0,J750
884,242,none,0,J497
885,242,none,0,J646
886,242,none,0,J236
887,242,none,0,J301
888,242,none,0,J526
889,242,none,0,J668
890,242,none,0,J30
891,242,none,0,J242
892,242,none,0,J131
893,242,none,0,J889
894,242,none,0,J711
895,242,none,0,J224
896,242,none,0,J373
897,242,none,0,J546
898,242,none,0,J231
899,242,none,0,J279
900,242,none,0,J792
901,242,none,0,J156
902,242,none,0,J427
903,242,none,0,J203
904,242,none,0,J871
905,242,none,0,J23
906,242,none,0,J289
907,242,none,0,J581
908,242,none,0,J554
909,242,none,0,J217
910,242,none,0,J965
911,242,none,0,J233
912,242,none,0,J809
913,242,none,0,J812
914,242,none,0,J48
915,242,none,0,J162
916,242,none,0,J403
917,242,none,0,J274
918,242,none,0,J708
919,242,none,0,J936
920,242,none,0,J191
921,242,none,0,J391
922,243,none,0,J405
923,243,none,0,J862
924,243,none,0,J921
925,243,none,0,J456
926,243,none,0,J762
927,243,none,0,J239
928,243,none,0,J235
929,243,none,0,J64
930,243,none,0,J730
931,243,none,0,J925
932,243,none,0,J20
933,243,none,0,J896
934,243,none,0,J982
935,243,none,0,J931
936,243,none,0,J101
937,243,none,0,J174
938,243,none,0,J765
939,243,none,0,J913
940,243,none,0,J672
941,243,none,0,J22
942,243,none,0,J465
943,243,none,0,J255
944,243,none,0,J873
945,243,none,0,J920
946,243,none,0,J338
947,243,none,0,J58
948,243,none,0,J841
949,243,none,0,J395
950,243,none,0,J742
951,243,none,0,J863
952,243,none,0,J201
953,243,none,0,J78
954,243,none,0,J86
955,243,none,0,J826
956,243,none,0,J746
957,243,none,0,J838
958,243,none,0,J130
959,243,none,0,J582
960,243,none,0,J815
961,243,none,0,J545
962,244,none,0,J527
963,244,none,0,J37
964,244,none,0,J623
965,244,none,0,J973
966,244,none,0,J389
967,244,none,0,J6
968,244,none,0,J98
969,244,none,0,J322
970,244,none,0,J907
971,244,none,0,J308
972,244,none,0,J894
973,244,none,0,J321
974,244,none,0,J417
975,244,none,0,J304
976,244,none,0,J57
977,244,none,0,J678
978,244,none,0,J232
979,244,none,0,J154
980,244,none,0,J225
981,244,none,0,J45
982,244,none,0,J500
983,244,none,0,J963
984,244,none,0,J269
985,244,none,0,J307
986,244,none,0,J611
987,244,none,0,J724
988,244,none,0,J923
989,244,none,0,J749
990,244,none,0,J793
991,244,none,0,J735
992,244,none,0,J158
993,244,none,0,J897
994,244,none,0,J956
995,244,none,0,J324
996,244,none,0,J33
997,244,none,0,J59
998,244,none,0,J869
999,244,none,0,J149
1000,244,none,0,J877
