Machine,Start,End,Length,Jobs on Machine
I022_M006,29,30,1,"BR, BS"
I022_M007,29,30,1,"BT, BU"
I022_M008,29,30,1,"BV, BY"
I022_M009,29,30,1,"BZ, CA"
I022_M010,29,30,1,CD
I024_M001,32,33,1,"BH, BI"
I024_M002,32,33,1,"BK, BN"
I024_M003,32,33,1,"BQ, BR"
I024_M004,32,33,1,"BS, BT"
I024_M005,32,33,1,"BU, BV"
I024_M006,32,33,1,"BW, BX"
I024_M007,32,33,1,"BY, BZ"
I024_M008,32,33,1,"CJ, CL"
I025_M001,33,34,1,"BI, BK"
I025_M002,33,34,1,"BQ, BR"
I025_M003,33,34,1,"BU, BV"
I025_M004,33,34,1,"BW, BX"
I025_M005,33,34,1,"BY, BZ"
I025_M006,33,34,1,"CB, CC"
I025_M007,33,34,1,"CE, CH"
I025_M008,33,34,1,"CJ, CL"
I025_M009,33,34,1,"CT, CU"
I027_M001,36,37,1,"BR, BU"
I027_M002,36,37,1,"BX, CC"
I027_M003,36,37,1,"CF, CG"
I027_M004,36,37,1,"CH, CI"
I027_M005,36,37,1,"CJ, CL"
I027_M006,36,37,1,"CN, CO"
I027_M007,36,37,1,"CQ, CS"
I027_M008,36,37,1,"CT, CU"
I027_M009,36,37,1,CV
I028_M001,37,38,1,"BU, BX"
I028_M002,37,38,1,"CH, CI"
I028_M003,37,38,1,"CJ, CK"
I028_M004,37,38,1,"CL, CM"
I028_M005,37,38,1,"CN, CO"
I028_M006,37,38,1,"CR, CS"
I028_M007,37,38,1,"CT, CU"
I028_M008,37,38,1,CV
I030_M001,39,40,1,"CJ, CK"
I030_M002,39,40,1,"CN, CO"
I030_M003,39,40,1,"CR, CT"
I030_M004,39,40,1,"CU, CV"
I032_M001,41,42,1,"CO, CP"
I032_M002,41,42,1,"CR, CT"
I032_M003,41,42,1,CV
